ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,url,Code_insee
Bellevigne-en-Layon,2734.0,1822.0,3678.0,2103.0,841.0,3881.0,12.1,8.6,18.5,11.0,9.2,15.7,https://www.meilleursagents.com/prix-immobilier/thouarce-49380/,49345
Bellevigne-en-Layon,2734.0,1822.0,3678.0,2103.0,841.0,3881.0,12.1,8.6,18.5,11.0,9.2,15.7,https://www.meilleursagents.com/prix-immobilier/rablay-sur-layon-49750/,49345
Tiercé,2105.0,1646.0,2797.0,2551.0,1189.0,4096.0,11.1,7.4,16.2,12.1,8.4,16.4,https://www.meilleursagents.com/prix-immobilier/tierce-49125/,49347
Toutlemonde,2683.0,2280.0,3253.0,2138.0,855.0,2810.0,11.7,8.3,16.7,10.7,7.8,16.0,https://www.meilleursagents.com/prix-immobilier/toutlemonde-49360/,49352
Trémentines,2467.0,1961.0,3290.0,2058.0,859.0,2935.0,12.0,8.7,20.8,9.8,6.6,12.5,https://www.meilleursagents.com/prix-immobilier/trementines-49340/,49355
Turquant,2318.0,1367.0,2951.0,2014.0,806.0,4028.0,10.0,6.8,16.1,10.2,8.6,13.3,https://www.meilleursagents.com/prix-immobilier/turquant-49730/,49358
Les Ulmes,1610.0,1164.0,3221.0,1885.0,851.0,2955.0,10.4,6.8,17.0,10.2,8.6,13.3,https://www.meilleursagents.com/prix-immobilier/les-ulmes-49700/,49359
Varennes-sur-Loire,1820.0,1138.0,2391.0,1877.0,751.0,3489.0,9.0,5.6,15.4,9.7,7.0,12.4,https://www.meilleursagents.com/prix-immobilier/varennes-sur-loire-49730/,49361
Varrains,2747.0,1886.0,3742.0,2157.0,995.0,3387.0,10.3,6.8,13.4,10.2,8.6,13.5,https://www.meilleursagents.com/prix-immobilier/varrains-49400/,49362
Vaudelnay,1617.0,1175.0,3233.0,1604.0,642.0,2718.0,9.9,6.5,17.4,9.7,6.2,12.4,https://www.meilleursagents.com/prix-immobilier/vaudelnay-49260/,49364
Erdre-en-Anjou,1863.0,953.0,3065.0,2039.0,816.0,3390.0,9.9,6.0,16.0,9.3,6.8,12.6,https://www.meilleursagents.com/prix-immobilier/brain-sur-longuenee-49220/,49367
Erdre-en-Anjou,1863.0,953.0,3065.0,2039.0,816.0,3390.0,9.9,6.0,16.0,9.3,6.8,12.6,https://www.meilleursagents.com/prix-immobilier/gene-49220/,49367
Erdre-en-Anjou,1863.0,953.0,3065.0,2039.0,816.0,3390.0,9.9,6.0,16.0,9.3,6.8,12.6,https://www.meilleursagents.com/prix-immobilier/vern-d-anjou-49220/,49367
Erdre-en-Anjou,1863.0,953.0,3065.0,2039.0,816.0,3390.0,9.9,6.0,16.0,9.3,6.8,12.6,https://www.meilleursagents.com/prix-immobilier/la-poueze-49370/,49367
Vernantes,1557.0,1092.0,3114.0,1565.0,626.0,3131.0,9.2,6.3,15.9,9.8,7.4,13.6,https://www.meilleursagents.com/prix-immobilier/vernantes-49390/,49368
Vernoil-le-Fourrier,1551.0,1097.0,3101.0,1685.0,674.0,3370.0,9.3,5.1,16.7,10.0,7.9,13.0,https://www.meilleursagents.com/prix-immobilier/vernoil-le-fourrier-49390/,49369
Verrie,2013.0,1216.0,4025.0,2048.0,1207.0,3474.0,10.6,6.8,16.1,10.8,6.3,14.2,https://www.meilleursagents.com/prix-immobilier/verrie-49400/,49370
Vezins,2334.0,1887.0,2907.0,1812.0,725.0,2879.0,12.0,8.0,19.9,9.7,7.5,12.3,https://www.meilleursagents.com/prix-immobilier/vezins-49340/,49371
Lys-Haut-Layon,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/les-cerqueux-sous-passavant-49310/,49373
Saint Hilaire du Bois,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/saint-hilaire-du-bois-49310/,49373
Lys-Haut-Layon,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/tancoigne-49310/,49373
Lys-Haut-Layon,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/tremont-49310/,49373
Lys-Haut-Layon,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/vihiers-49310/,49373
Lys-Haut-Layon,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/la-fosse-de-tigne-49540/,49373
Lys-Haut-Layon,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/tigne-49540/,49373
Lys-Haut-Layon,1631.0,1210.0,2197.0,1417.0,567.0,2498.0,9.4,6.0,15.7,10.1,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/nueil-sur-layon-49560/,49373
Villebernier,1596.0,1143.0,2476.0,1913.0,833.0,3653.0,9.6,8.2,17.4,8.8,5.8,13.5,https://www.meilleursagents.com/prix-immobilier/villebernier-49400/,49374
Soucelles,2350.0,1676.0,3125.0,2663.0,1560.0,3937.0,11.8,9.1,17.7,11.3,8.6,14.1,https://www.meilleursagents.com/prix-immobilier/soucelles-49140/,49377
Villevêque,2650.0,1844.0,3419.0,2514.0,1145.0,4049.0,12.4,9.4,16.9,11.7,8.4,16.1,https://www.meilleursagents.com/prix-immobilier/villeveque-49140/,49377
Vivy,1614.0,1138.0,3229.0,1972.0,842.0,3285.0,11.0,7.7,19.5,9.3,5.4,13.0,https://www.meilleursagents.com/prix-immobilier/vivy-49680/,49378
Yzernay,2589.0,2031.0,3074.0,1876.0,750.0,2794.0,11.4,8.2,19.8,9.9,6.6,12.6,https://www.meilleursagents.com/prix-immobilier/yzernay-49360/,49381
Ahuillé,2653.0,1717.0,4861.0,1749.0,699.0,2825.0,10.8,8.9,17.2,10.2,8.1,13.3,https://www.meilleursagents.com/prix-immobilier/ahuille-53940/,53001
Alexain,2139.0,1604.0,3572.0,1412.0,580.0,2707.0,9.2,6.0,13.4,8.4,6.1,12.2,https://www.meilleursagents.com/prix-immobilier/alexain-53240/,53002
Ambrières-les-Vallées,1632.0,840.0,3168.0,1174.0,469.0,2347.0,9.5,5.2,14.7,8.2,6.1,11.9,https://www.meilleursagents.com/prix-immobilier/ambrieres-les-vallees-53300/,53003
Cigne,1632.0,840.0,3168.0,1174.0,469.0,2347.0,9.5,5.2,14.7,8.2,6.1,11.9,https://www.meilleursagents.com/prix-immobilier/cigne-53300/,53003
Andouillé,3130.0,2044.0,4209.0,1469.0,588.0,2473.0,11.2,7.8,16.6,10.7,8.4,13.3,https://www.meilleursagents.com/prix-immobilier/andouille-53240/,53005
Argentré,2153.0,1463.0,3539.0,1838.0,735.0,2731.0,11.0,7.6,14.5,10.8,8.4,13.3,https://www.meilleursagents.com/prix-immobilier/argentre-53210/,53007
Aron,1975.0,1515.0,3350.0,1577.0,631.0,2263.0,11.4,8.3,15.2,10.2,8.1,13.3,https://www.meilleursagents.com/prix-immobilier/aron-53440/,53008
Arquenay,2114.0,1427.0,3476.0,1540.0,696.0,2690.0,10.2,7.0,16.3,8.7,6.9,12.7,https://www.meilleursagents.com/prix-immobilier/arquenay-53170/,53009
Assé-le-Bérenger,1945.0,1499.0,3078.0,1145.0,458.0,2088.0,10.4,7.2,16.7,8.1,6.1,11.3,https://www.meilleursagents.com/prix-immobilier/asse-le-berenger-53600/,53010
Astillé,2051.0,1317.0,3657.0,1638.0,655.0,2574.0,10.6,8.7,16.9,10.0,7.2,12.5,https://www.meilleursagents.com/prix-immobilier/astille-53230/,53011
Athée,1835.0,925.0,3324.0,1365.0,546.0,2611.0,10.2,6.9,16.0,8.8,6.8,11.8,https://www.meilleursagents.com/prix-immobilier/athee-53400/,53012
Averton,1757.0,1288.0,2684.0,1033.0,413.0,1922.0,10.0,6.8,17.6,8.1,6.5,10.9,https://www.meilleursagents.com/prix-immobilier/averton-53700/,53013
La Baconnière,2012.0,1302.0,3518.0,1596.0,639.0,2896.0,10.2,6.8,15.9,9.3,7.1,13.6,https://www.meilleursagents.com/prix-immobilier/la-baconniere-53240/,53015
Bais,1576.0,856.0,2667.0,1007.0,403.0,2014.0,9.4,5.5,16.4,8.5,6.3,12.3,https://www.meilleursagents.com/prix-immobilier/bais-53160/,53016
Ballée,1851.0,1009.0,3675.0,1252.0,501.0,2383.0,9.4,6.5,10.9,9.2,6.9,13.5,https://www.meilleursagents.com/prix-immobilier/ballee-53340/,53017
Épineux-le-Seguin,1816.0,1041.0,2229.0,1187.0,475.0,2303.0,10.4,8.5,16.2,9.9,7.2,12.1,https://www.meilleursagents.com/prix-immobilier/epineux-le-seguin-53340/,53017
Ballots,1950.0,1186.0,2748.0,1436.0,574.0,2853.0,10.2,7.1,13.9,8.5,7.0,12.4,https://www.meilleursagents.com/prix-immobilier/ballots-53350/,53018
Bannes,1811.0,1050.0,2219.0,1149.0,459.0,2297.0,9.5,6.1,14.7,8.6,6.1,11.9,https://www.meilleursagents.com/prix-immobilier/bannes-53340/,53019
La Bazoge-Montpinçon,2008.0,1545.0,3349.0,1809.0,810.0,2409.0,10.9,8.9,17.3,10.0,7.7,12.0,https://www.meilleursagents.com/prix-immobilier/la-bazoge-montpincon-53440/,53021
La Bazouge-de-Chemeré,2009.0,1408.0,3195.0,1324.0,530.0,2648.0,10.7,7.0,17.9,8.4,6.8,11.0,https://www.meilleursagents.com/prix-immobilier/la-bazouge-de-chemere-53170/,53022
La Bazouge-des-Alleux,2207.0,1668.0,3652.0,1613.0,645.0,2766.0,10.7,8.8,17.0,9.6,6.6,11.4,https://www.meilleursagents.com/prix-immobilier/la-bazouge-des-alleux-53470/,53023
Bazougers,2122.0,1436.0,3482.0,1461.0,584.0,2839.0,10.7,8.8,17.0,10.0,7.5,11.9,https://www.meilleursagents.com/prix-immobilier/bazougers-53170/,53025
Beaulieu-sur-Oudon,2652.0,1839.0,4618.0,1397.0,559.0,2221.0,10.8,8.8,17.1,10.1,7.6,13.8,https://www.meilleursagents.com/prix-immobilier/beaulieu-sur-oudon-53320/,53026
Beaumont-Pied-de-Bœuf,2944.0,1909.0,4131.0,1498.0,599.0,2996.0,10.1,8.6,11.6,9.5,6.9,13.6,https://www.meilleursagents.com/prix-immobilier/beaumont-pied-de-boeuf-53290/,53027
Belgeard,2027.0,1561.0,3346.0,1498.0,599.0,2310.0,10.1,6.9,16.0,8.5,7.1,11.3,https://www.meilleursagents.com/prix-immobilier/belgeard-53440/,53028
Argenton-Notre-Dame,1953.0,1453.0,2665.0,1442.0,577.0,2303.0,9.6,6.3,14.5,9.2,7.0,14.0,https://www.meilleursagents.com/prix-immobilier/argenton-notre-dame-53290/,53029
Bierné,1839.0,996.0,2328.0,1276.0,510.0,2552.0,9.6,6.1,14.8,9.3,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/bierne-53290/,53029
Saint-Laurent-des-Mortiers,1839.0,992.0,2328.0,1502.0,625.0,2622.0,9.9,6.7,16.0,9.5,7.6,12.6,https://www.meilleursagents.com/prix-immobilier/saint-laurent-des-mortiers-53290/,53029
Saint-Michel-de-Feins,2001.0,1211.0,2542.0,1468.0,587.0,2626.0,10.9,7.5,18.7,9.8,7.7,14.6,https://www.meilleursagents.com/prix-immobilier/saint-michel-de-feins-53290/,53029
Le Bignon-du-Maine,1903.0,1152.0,3492.0,1534.0,625.0,2662.0,10.7,8.7,16.9,10.0,7.8,12.6,https://www.meilleursagents.com/prix-immobilier/le-bignon-du-maine-53170/,53030
La Bigottière,2151.0,1647.0,2910.0,1478.0,591.0,2586.0,9.8,6.7,15.7,9.2,6.9,13.1,https://www.meilleursagents.com/prix-immobilier/la-bigottiere-53240/,53031
La Boissière,1842.0,903.0,3387.0,1504.0,602.0,2598.0,10.7,8.8,17.0,10.9,8.3,13.5,https://www.meilleursagents.com/prix-immobilier/la-boissiere-53800/,53033
Bonchamp-lès-Laval,3143.0,1889.0,4349.0,2181.0,1319.0,3138.0,11.8,9.0,16.4,10.7,7.8,13.5,https://www.meilleursagents.com/prix-immobilier/bonchamp-les-laval-53960/,53034
Bouchamps-lès-Craon,1837.0,904.0,3373.0,1426.0,570.0,2851.0,10.0,6.8,15.0,8.4,6.4,12.2,https://www.meilleursagents.com/prix-immobilier/bouchamps-les-craon-53800/,53035
Bouère,1827.0,1025.0,2234.0,1351.0,541.0,2703.0,9.5,6.5,15.0,9.3,7.4,12.9,https://www.meilleursagents.com/prix-immobilier/bouere-53290/,53036
Bouessay,1838.0,1038.0,2261.0,1600.0,640.0,2592.0,10.1,6.9,17.9,8.9,6.6,12.3,https://www.meilleursagents.com/prix-immobilier/bouessay-53290/,53037
Boulay-les-Ifs,1431.0,970.0,2364.0,1359.0,543.0,2280.0,9.4,5.9,16.8,7.8,6.6,12.1,https://www.meilleursagents.com/prix-immobilier/boulay-les-ifs-53370/,53038
Le Bourgneuf-la-Forêt,1994.0,1271.0,3347.0,1553.0,631.0,2732.0,9.9,5.8,16.2,8.8,6.8,12.0,https://www.meilleursagents.com/prix-immobilier/le-bourgneuf-la-foret-53410/,53039
Bourgon,2124.0,1168.0,2957.0,1326.0,530.0,2498.0,10.3,6.8,15.0,8.3,6.4,10.3,https://www.meilleursagents.com/prix-immobilier/bourgon-53410/,53040
Brains-sur-les-Marches,1966.0,1148.0,2812.0,1503.0,611.0,3006.0,10.6,7.4,15.6,8.0,6.5,12.0,https://www.meilleursagents.com/prix-immobilier/brains-sur-les-marches-53350/,53041
Brecé,1902.0,1446.0,3063.0,1241.0,496.0,2482.0,9.7,6.6,14.6,9.2,6.9,12.4,https://www.meilleursagents.com/prix-immobilier/brece-53120/,53042
Brée,2108.0,1617.0,3411.0,1238.0,501.0,2476.0,9.3,6.4,16.0,8.2,6.5,11.0,https://www.meilleursagents.com/prix-immobilier/bree-53150/,53043
La Brûlatte,2135.0,1418.0,3278.0,1677.0,692.0,3354.0,10.0,6.7,15.0,9.1,7.2,11.7,https://www.meilleursagents.com/prix-immobilier/la-brulatte-53410/,53045
Le Buret,1825.0,1053.0,2250.0,1345.0,538.0,2395.0,10.8,8.5,15.0,10.1,7.7,12.5,https://www.meilleursagents.com/prix-immobilier/le-buret-53170/,53046
Carelles,1619.0,965.0,2479.0,1011.0,439.0,1791.0,10.0,5.9,15.8,8.1,5.8,11.3,https://www.meilleursagents.com/prix-immobilier/carelles-53120/,53047
Chailland,2129.0,1562.0,3175.0,1426.0,576.0,2852.0,9.8,5.8,15.4,8.1,5.8,12.2,https://www.meilleursagents.com/prix-immobilier/chailland-53420/,53048
Châlons-du-Maine,2152.0,1481.0,3492.0,1570.0,628.0,2450.0,10.7,8.8,17.0,9.8,8.0,13.2,https://www.meilleursagents.com/prix-immobilier/chalons-du-maine-53470/,53049
Champéon,1929.0,1481.0,3265.0,1117.0,447.0,2235.0,9.8,7.2,15.8,8.1,6.8,10.8,https://www.meilleursagents.com/prix-immobilier/champeon-53640/,53051
Champfrémont,1428.0,967.0,2339.0,1411.0,564.0,2345.0,10.0,6.4,16.9,8.9,7.6,13.4,https://www.meilleursagents.com/prix-immobilier/champfremont-53370/,53052
Champgenéteux,1925.0,1465.0,3149.0,1036.0,414.0,2060.0,10.1,6.7,17.0,7.9,6.5,10.9,https://www.meilleursagents.com/prix-immobilier/champgeneteux-53160/,53053
Changé,2964.0,2268.0,3639.0,2194.0,1071.0,3259.0,11.8,7.9,17.2,11.6,8.5,14.6,https://www.meilleursagents.com/prix-immobilier/change-53810/,53054
Chantrigné,1808.0,1383.0,2967.0,1059.0,423.0,2045.0,11.4,8.3,15.2,9.6,7.6,12.0,https://www.meilleursagents.com/prix-immobilier/chantrigne-53300/,53055
La Chapelle-Anthenaise,2167.0,1483.0,3536.0,1820.0,968.0,2506.0,10.0,6.5,16.0,8.5,6.9,11.5,https://www.meilleursagents.com/prix-immobilier/la-chapelle-anthenaise-53950/,53056
La Chapelle-au-Riboul,1591.0,758.0,2711.0,1159.0,463.0,2317.0,9.5,5.2,14.7,8.0,6.3,12.0,https://www.meilleursagents.com/prix-immobilier/la-chapelle-au-riboul-53440/,53057
La Chapelle-Craonnaise,2039.0,1318.0,3617.0,1484.0,593.0,2601.0,10.3,6.7,16.4,8.7,6.7,11.8,https://www.meilleursagents.com/prix-immobilier/la-chapelle-craonnaise-53230/,53058
La Chapelle-Rainsouin,2136.0,1463.0,3481.0,1601.0,661.0,3021.0,10.2,6.6,16.3,8.3,6.9,11.4,https://www.meilleursagents.com/prix-immobilier/la-chapelle-rainsouin-53150/,53059
Charchigné,1456.0,974.0,2632.0,972.0,389.0,1551.0,10.5,6.9,17.6,8.2,6.3,10.6,https://www.meilleursagents.com/prix-immobilier/charchigne-53250/,53061
Azé,1839.0,899.0,3354.0,1913.0,1002.0,3348.0,10.6,8.3,14.6,10.4,7.4,12.5,https://www.meilleursagents.com/prix-immobilier/aze-53200/,53062
Bazouges,1909.0,1199.0,3654.0,1819.0,825.0,3194.0,10.4,7.0,18.1,10.4,7.5,13.9,https://www.meilleursagents.com/prix-immobilier/bazouges-53200/,53062
Château-Gontier,1909.0,1199.0,3654.0,1819.0,825.0,3194.0,10.4,7.0,18.1,10.4,7.5,13.9,https://www.meilleursagents.com/prix-immobilier/chateau-gontier-53200/,53062
Saint-Fort,2659.0,1777.0,3594.0,1888.0,782.0,3777.0,11.0,8.1,15.6,11.3,8.6,14.4,https://www.meilleursagents.com/prix-immobilier/saint-fort-53200/,53062
Châtelain,1829.0,1000.0,2317.0,1442.0,577.0,2388.0,10.6,7.2,16.9,9.6,7.5,14.6,https://www.meilleursagents.com/prix-immobilier/chatelain-53200/,53063
Châtillon-sur-Colmont,1612.0,855.0,3031.0,1161.0,464.0,2322.0,9.6,5.6,15.1,7.5,5.5,11.6,https://www.meilleursagents.com/prix-immobilier/chatillon-sur-colmont-53100/,53064
Chemazé,1849.0,878.0,3451.0,1699.0,679.0,2951.0,10.0,7.0,12.1,8.9,6.8,12.7,https://www.meilleursagents.com/prix-immobilier/chemaze-53200/,53066
Chémeré-le-Roi,1818.0,1059.0,2244.0,1098.0,439.0,2196.0,11.0,8.2,14.8,9.9,7.0,11.7,https://www.meilleursagents.com/prix-immobilier/chemere-le-roi-53340/,53067
Chérancé,1844.0,903.0,3393.0,1211.0,539.0,2422.0,10.7,8.8,17.0,10.5,8.0,13.1,https://www.meilleursagents.com/prix-immobilier/cherance-53400/,53068
Chevaigné-du-Maine,1840.0,938.0,2820.0,925.0,370.0,1850.0,10.6,7.1,17.7,9.6,7.2,13.1,https://www.meilleursagents.com/prix-immobilier/chevaigne-du-maine-53250/,53069
Colombiers-du-Plessis,1906.0,1447.0,3035.0,1120.0,448.0,2239.0,9.6,5.9,17.0,8.4,5.9,12.5,https://www.meilleursagents.com/prix-immobilier/colombiers-du-plessis-53120/,53071
Commer,2064.0,1569.0,3461.0,1583.0,633.0,2993.0,10.9,8.9,15.4,9.7,7.6,11.5,https://www.meilleursagents.com/prix-immobilier/commer-53470/,53072
Congrier,1859.0,918.0,3170.0,1083.0,433.0,2166.0,9.7,5.5,17.4,9.3,6.8,11.5,https://www.meilleursagents.com/prix-immobilier/congrier-53800/,53073
Contest,2067.0,1589.0,3400.0,1368.0,547.0,2735.0,10.8,8.9,17.2,9.9,7.5,11.9,https://www.meilleursagents.com/prix-immobilier/contest-53100/,53074
Cosmes,2048.0,1318.0,3647.0,1299.0,555.0,2598.0,10.9,7.5,16.8,10.6,7.5,13.5,https://www.meilleursagents.com/prix-immobilier/cosmes-53230/,53075
Cossé-en-Champagne,1815.0,1049.0,2224.0,1234.0,493.0,2467.0,10.4,7.2,16.8,8.9,6.6,12.2,https://www.meilleursagents.com/prix-immobilier/cosse-en-champagne-53340/,53076
Cossé-le-Vivien,2043.0,1325.0,3617.0,1533.0,613.0,2451.0,10.3,7.2,16.0,9.0,7.4,12.9,https://www.meilleursagents.com/prix-immobilier/cosse-le-vivien-53230/,53077
Coudray,1869.0,940.0,3329.0,1649.0,743.0,2483.0,10.6,6.9,17.0,9.9,7.4,15.0,https://www.meilleursagents.com/prix-immobilier/coudray-53200/,53078
Couesmes-Vaucé,1548.0,808.0,2928.0,1018.0,407.0,2036.0,10.3,5.9,12.0,8.4,6.1,10.8,https://www.meilleursagents.com/prix-immobilier/couesmes-vauce-53300/,53079
Vauce,1548.0,808.0,2928.0,1018.0,407.0,2036.0,10.3,5.9,12.0,8.4,6.1,10.8,https://www.meilleursagents.com/prix-immobilier/vauce-53300/,53079
Couptrain,1840.0,938.0,2812.0,932.0,373.0,1864.0,9.7,6.1,13.6,9.2,6.6,13.9,https://www.meilleursagents.com/prix-immobilier/couptrain-53250/,53080
Courbeveille,2058.0,1320.0,3681.0,1646.0,659.0,2858.0,10.2,7.0,16.3,8.9,6.9,11.4,https://www.meilleursagents.com/prix-immobilier/courbeveille-53230/,53082
Courcité,1860.0,1356.0,2903.0,976.0,391.0,1953.0,10.6,6.9,17.6,8.2,6.4,12.0,https://www.meilleursagents.com/prix-immobilier/courcite-53700/,53083
Craon,2011.0,1105.0,3930.0,1436.0,575.0,2408.0,9.6,6.5,16.3,9.1,7.0,11.9,https://www.meilleursagents.com/prix-immobilier/craon-53400/,53084
Crennes-sur-Fraubée,1296.0,661.0,2261.0,1418.0,726.0,2693.0,10.3,5.6,15.3,8.4,6.1,12.2,https://www.meilleursagents.com/prix-immobilier/crennes-sur-fraubee-53700/,53085
La Croixille,2091.0,1169.0,2911.0,1392.0,562.0,2784.0,10.3,6.8,15.0,8.2,6.2,11.7,https://www.meilleursagents.com/prix-immobilier/la-croixille-53380/,53086
La Cropte,1819.0,1057.0,2245.0,1364.0,546.0,2728.0,10.7,8.8,14.4,9.9,7.3,11.6,https://www.meilleursagents.com/prix-immobilier/la-cropte-53170/,53087
Cuillé,2102.0,1299.0,2997.0,1337.0,535.0,2673.0,10.3,6.5,16.9,8.6,6.8,12.6,https://www.meilleursagents.com/prix-immobilier/cuille-53540/,53088
Daon,1872.0,942.0,3327.0,1473.0,589.0,2810.0,9.8,6.6,15.8,9.1,7.0,13.9,https://www.meilleursagents.com/prix-immobilier/daon-53200/,53089
Denazé,2647.0,1854.0,4528.0,1506.0,603.0,2791.0,10.5,6.3,13.9,9.0,6.6,11.6,https://www.meilleursagents.com/prix-immobilier/denaze-53400/,53090
Désertines,1535.0,1023.0,2659.0,1014.0,405.0,2027.0,9.9,5.8,15.6,8.5,6.1,10.7,https://www.meilleursagents.com/prix-immobilier/desertines-53190/,53091
La Dorée,1376.0,758.0,2068.0,1128.0,451.0,2255.0,10.4,6.1,18.4,8.9,5.9,10.8,https://www.meilleursagents.com/prix-immobilier/la-doree-53190/,53093
Entrammes,1930.0,1158.0,3566.0,1810.0,724.0,3286.0,10.8,8.8,17.1,9.9,7.6,12.3,https://www.meilleursagents.com/prix-immobilier/entrammes-53260/,53094
Ernée,1932.0,1412.0,2969.0,1255.0,502.0,2509.0,9.4,5.8,16.9,8.4,6.3,12.0,https://www.meilleursagents.com/prix-immobilier/ernee-53500/,53096
Saint-Christophe-du-Luat,2072.0,1435.0,3610.0,1274.0,510.0,2431.0,9.9,6.5,16.1,7.9,5.7,11.0,https://www.meilleursagents.com/prix-immobilier/saint-christophe-du-luat-53150/,53097
Évron,1495.0,875.0,2673.0,1476.0,662.0,2333.0,10.2,7.1,17.9,10.0,7.6,13.6,https://www.meilleursagents.com/prix-immobilier/evron-53600/,53097
Châtres-la-Forêt,2031.0,1427.0,3489.0,1445.0,578.0,2891.0,11.0,9.0,16.0,9.8,7.5,11.8,https://www.meilleursagents.com/prix-immobilier/chatres-la-foret-53600/,53097
Fontaine-Couverte,2005.0,1160.0,2880.0,1389.0,556.0,2778.0,10.4,7.0,15.9,9.4,6.6,12.9,https://www.meilleursagents.com/prix-immobilier/fontaine-couverte-53350/,53098
Forcé,2647.0,1879.0,3666.0,1731.0,692.0,2566.0,10.8,8.8,14.6,9.8,7.9,13.0,https://www.meilleursagents.com/prix-immobilier/force-53260/,53099
Fougerolles-du-Plessis,1399.0,850.0,2045.0,1044.0,418.0,2088.0,9.5,6.3,14.5,7.0,5.1,9.1,https://www.meilleursagents.com/prix-immobilier/fougerolles-du-plessis-53190/,53100
Fromentières,1868.0,1176.0,3421.0,1591.0,636.0,3182.0,10.2,7.0,16.3,9.2,7.3,14.2,https://www.meilleursagents.com/prix-immobilier/fromentieres-53200/,53101
Gastines,2009.0,1169.0,2880.0,1281.0,512.0,2562.0,9.8,6.1,14.4,9.9,6.5,12.3,https://www.meilleursagents.com/prix-immobilier/gastines-53540/,53102
Saint Isle,2022.0,1342.0,3559.0,1626.0,651.0,2573.0,10.8,8.9,17.2,10.0,7.6,13.2,https://www.meilleursagents.com/prix-immobilier/saint-isle-53940/,53103
Gennes-sur-Glaize,1834.0,1024.0,2329.0,1515.0,606.0,2853.0,10.6,6.9,17.0,9.0,7.0,13.7,https://www.meilleursagents.com/prix-immobilier/gennes-sur-glaize-53200/,53104
Longuefuye,1829.0,1036.0,2321.0,1441.0,576.0,2882.0,10.5,6.8,16.8,9.0,7.0,13.6,https://www.meilleursagents.com/prix-immobilier/longuefuye-53200/,53104
Gesnes,2137.0,1499.0,3411.0,1505.0,659.0,2268.0,10.0,6.5,16.0,8.4,6.9,11.2,https://www.meilleursagents.com/prix-immobilier/gesnes-53150/,53105
Gesvres,1782.0,1301.0,2696.0,1218.0,487.0,2352.0,9.3,6.7,13.7,8.5,7.2,11.8,https://www.meilleursagents.com/prix-immobilier/gesvres-53370/,53106
Gorron,1580.0,852.0,2953.0,1033.0,413.0,2067.0,9.4,6.2,14.8,7.7,5.8,10.8,https://www.meilleursagents.com/prix-immobilier/gorron-53120/,53107
La Gravelle,2027.0,1333.0,3096.0,1546.0,618.0,2496.0,10.4,6.7,16.7,9.1,7.0,13.4,https://www.meilleursagents.com/prix-immobilier/la-gravelle-53410/,53108
Grazay,1990.0,1530.0,3330.0,1391.0,556.0,2451.0,9.4,6.0,14.3,8.5,6.2,12.7,https://www.meilleursagents.com/prix-immobilier/grazay-53440/,53109
Grez-en-Bouère,1828.0,1031.0,2243.0,1159.0,464.0,2215.0,10.6,7.3,17.1,9.7,7.2,14.3,https://www.meilleursagents.com/prix-immobilier/grez-en-bouere-53290/,53110
La Haie-Traversaine,1933.0,1487.0,3257.0,1511.0,605.0,3023.0,10.9,7.2,17.9,7.6,5.2,10.5,https://www.meilleursagents.com/prix-immobilier/la-haie-traversaine-53300/,53111
Le Ham,1796.0,1354.0,2910.0,1024.0,410.0,2048.0,9.6,6.4,16.2,8.6,6.7,11.5,https://www.meilleursagents.com/prix-immobilier/le-ham-53250/,53112
Hambers,2002.0,1545.0,3291.0,1253.0,501.0,2505.0,9.7,6.7,15.8,8.6,6.6,13.6,https://www.meilleursagents.com/prix-immobilier/hambers-53160/,53113
Hardanges,1860.0,1421.0,3102.0,927.0,371.0,1676.0,9.4,6.8,14.6,8.3,6.8,11.4,https://www.meilleursagents.com/prix-immobilier/hardanges-53640/,53114
Hercé,1868.0,1428.0,2968.0,1408.0,630.0,2815.0,9.6,6.0,17.1,8.8,6.3,11.0,https://www.meilleursagents.com/prix-immobilier/herce-53120/,53115
