ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo
Chassillé,1602,1226,2059,1294,518,2589,10.6,7,17.2,9,7.2,11.5,0.3932,72070,72540,Sarthe,"Chassillé, Sarthe, France"
Château-du-Loir,1551,1030,2261,1274,509,2262,10.7,7,18.5,11.6,7.8,15.6,0.478,72071,72500,Sarthe,"Château-du-Loir, Sarthe, France"
Château-l'Hermitage,1601,1178,2066,1569,628,2469,10.4,7.6,16.6,9,6,11.2,0.3879,72072,72510,Sarthe,"Château-l'Hermitage, Sarthe, France"
Chaufour-Notre-Dame,1710,1222,2229,1830,806,2779,10.6,8.6,13.9,11.1,8.6,13.6,0.4798,72073,72550,Sarthe,"Chaufour-Notre-Dame, Sarthe, France"
Chemiré-en-Charnie,1446,771,2268,1378,551,2756,,,,8.4,6.2,10.7,0.3752,72074,72540,Sarthe,"Chemiré-en-Charnie, Sarthe, France"
Chemiré-le-Gaudin,1604,1222,2067,1571,659,2932,11.2,8.4,14.6,11.2,8.8,14.7,0.4613,72075,72210,Sarthe,"Chemiré-le-Gaudin, Sarthe, France"
Chenay,1268,624,2175,1680,971,2231,12.4,8.7,15.5,11.1,8.9,14.3,0.4829,72076,72610,Sarthe,"Chenay, Sarthe, France"
Chenu,1848,1183,2437,1120,448,2240,9.1,5.7,14.7,10.1,7.1,12.5,0.3978,72077,72500,Sarthe,"Chenu, Sarthe, France"
Chérancé,1645,1030,2360,1189,531,2379,9.2,5.7,14.1,8.4,6.6,11.8,0.3399,72078,72170,Sarthe,"Chérancé, Sarthe, France"
Chérisay,1605,1046,2247,1497,599,2459,12.3,9.2,15.6,9.9,7.5,11.8,0.4304,72079,72610,Sarthe,"Chérisay, Sarthe, France"
Cherré,2366,1363,4473,1904,1120,2872,11.5,7.1,20.4,10.2,7.2,13.2,0.3231,49096,72400,Sarthe,"Cherré, Sarthe, France"
Chevillé,1822,1104,2254,1416,566,2831,10.8,7.5,18.5,8.6,5.9,11.4,0.3863,72083,72350,Sarthe,"Chevillé, Sarthe, France"
Clermont-Créans,1839,1008,2238,1544,618,2831,10.5,7.2,18.8,9.2,5.8,11.2,0.4886,72084,72200,Sarthe,"Clermont-Créans, Sarthe, France"
Cogners,1874,818,3340,1253,501,2457,9.3,5.8,15,9.6,6,12.4,0.4271,72085,72310,Sarthe,"Cogners, Sarthe, France"
Commerveil,1580,1017,2217,1319,528,2419,12.7,9.7,15.6,9.6,6,14.5,0.3366,72086,72600,Sarthe,"Commerveil, Sarthe, France"
Conflans-sur-Anille,1564,1112,2019,1231,493,2463,8.9,6.7,10.2,8.5,5.9,11.8,0.4125,72087,72120,Sarthe,"Conflans-sur-Anille, Sarthe, France"
Congé-sur-Orne,2237,1301,3103,1158,463,2177,11.2,9.6,18.9,9.7,8.1,11.7,0.4026,72088,72290,Sarthe,"Congé-sur-Orne, Sarthe, France"
Conlie,1749,1075,2537,1447,579,2675,9.1,5.7,16.4,9.2,6,12.7,0.4244,72089,72240,Sarthe,"Conlie, Sarthe, France"
Connerré,1968,1200,2926,1503,624,2421,9.2,5.7,14.1,9.1,6.6,12.2,0.5176,72090,72160,Sarthe,"Connerré, Sarthe, France"
Contilly,1266,709,2278,1320,528,2484,12.3,8.2,20.5,10.1,8.6,12.7,0.3688,72091,72600,Sarthe,"Contilly, Sarthe, France"
Cormes,1575,1072,2145,1629,652,3258,9.6,7.3,12.4,8.6,6.2,11.3,0.344,72093,72400,Sarthe,"Cormes, Sarthe, France"
Coudrecieux,1526,983,2192,1136,454,2272,11.5,8.8,17.2,10,7,12.7,0.4391,72094,72440,Sarthe,"Coudrecieux, Sarthe, France"
Coulaines,2092,1186,3702,2055,1151,3175,11.9,8,19.5,10.5,6.8,14,0.5787,72095,72190,Sarthe,"Coulaines, Sarthe, France"
Coulans-sur-Gée,2407,1366,3317,1635,654,2719,10.6,8.5,14.2,11.1,9.4,13,0.3644,72096,72550,Sarthe,"Coulans-sur-Gée, Sarthe, France"
Coulongé,1579,1163,2044,1294,518,2437,,,,9.8,7.1,12.4,0.4317,72098,72800,Sarthe,"Coulongé, Sarthe, France"
Courcebœufs,1676,1068,2419,1543,740,2376,11.2,9.6,18.9,10.6,8.7,12.6,0.4563,72099,72290,Sarthe,"Courcebœufs, Sarthe, France"
Courcelles-la-Forêt,1598,1229,2055,1329,531,2571,10.3,7.6,16.5,9.4,6.3,11.8,0.4293,72100,72270,Sarthe,"Courcelles-la-Forêt, Sarthe, France"
Courcemont,1655,1049,2391,1430,572,2861,11.1,7.8,16.6,9,7.5,13.5,0.5011,72101,72110,Sarthe,"Courcemont, Sarthe, France"
Courcival,1620,1019,2316,1366,629,2731,11.7,7.9,19.2,10.1,7.4,13.4,0.3524,72102,72110,Sarthe,"Courcival, Sarthe, France"
Courdemanche,1515,1091,2149,1119,447,2237,9.5,6.6,17,9.6,7.4,12.9,0.4298,72103,72150,Sarthe,"Courdemanche, Sarthe, France"
Courgains,1200,684,2351,1184,473,2357,9.3,5.8,14.9,9.1,6.8,14.1,0.423,72104,72260,Sarthe,"Courgains, Sarthe, France"
Courgenard,1572,1057,2126,1259,504,2436,8.9,6.7,10.2,8.9,6.3,12.3,0.3713,72105,72320,Sarthe,"Courgenard, Sarthe, France"
Courtillers,1886,998,2294,1719,688,2804,10.9,7.5,18.7,9.3,6.8,12.3,0.4413,72106,72300,Sarthe,"Courtillers, Sarthe, France"
Crannes-en-Champagne,1727,988,2440,1643,657,2672,11.5,8,16.2,11.4,8.9,15.1,0.4056,72107,72540,Sarthe,"Crannes-en-Champagne, Sarthe, France"
Crissé,1696,1201,2214,1290,516,2580,10.4,6.8,17.4,8.2,6.1,11,0.4198,72109,72140,Sarthe,"Crissé, Sarthe, France"
Crosmières,1861,998,2278,1485,594,2279,10.4,7.3,18.7,9.7,6.9,12.7,0.4753,72110,72200,Sarthe,"Crosmières, Sarthe, France"
Cures,1714,1223,2236,1474,590,2927,10.6,8.7,14.4,10,6.6,12,0.3964,72111,72240,Sarthe,"Cures, Sarthe, France"
Dangeul,1654,1060,2352,1361,603,2723,9.6,6.8,16.5,8.9,6.7,12,0.4147,72112,72260,Sarthe,"Dangeul, Sarthe, France"
Degré,2510,1440,3463,1711,881,2494,10.4,8.5,13.4,11,8.5,13.5,0.4311,72113,72550,Sarthe,"Degré, Sarthe, France"
Dehault,1558,959,2245,1347,539,2694,,,,9.2,7,11.9,0.3198,72114,72400,Sarthe,"Dehault, Sarthe, France"
Dissay-sous-Courcillon,2066,1277,2967,1303,521,2467,11.2,8.6,15.1,10.1,7.1,13,0.4639,72115,72500,Sarthe,"Dissay-sous-Courcillon, Sarthe, France"
Dollon,1667,1039,2398,1300,520,2373,10.5,7.9,17.4,9.1,6.7,12.7,0.421,72118,72390,Sarthe,"Dollon, Sarthe, France"
Domfront-en-Champagne,1718,1223,2241,1718,809,3124,11.3,7.9,14.8,10.5,8.4,12.3,0.455,72119,72240,Sarthe,"Domfront-en-Champagne, Sarthe, France"
Doucelles,1658,1065,2354,1368,611,2289,11.4,8.2,15.6,10.1,8.6,12.6,0.3651,72120,72170,Sarthe,"Doucelles, Sarthe, France"
Douillet,1614,1122,2191,1191,485,2383,10.6,7.3,17,8.5,6.5,11.8,0.351,72121,72130,Sarthe,"Douillet, Sarthe, France"
Duneau,1520,978,2215,1610,664,2776,10,5.8,17,9.2,6.6,11.7,0.398,72122,72160,Sarthe,"Duneau, Sarthe, France"
Dureil,1879,1067,2931,1491,597,2826,11.7,7.9,19.2,10.1,7.4,13.4,0.3835,72123,72270,Sarthe,"Dureil, Sarthe, France"
Écommoy,1583,1060,2216,1616,730,2747,10.9,7.4,18.6,11,7.9,15.1,0.5003,72124,72220,Sarthe,"Écommoy, Sarthe, France"
Écorpain,2126,1286,3096,1259,503,2517,11.9,8.3,18.6,11.5,9.8,14.4,0.4366,72125,72120,Sarthe,"Écorpain, Sarthe, France"
Épineu-le-Chevreuil,1708,1242,2221,1161,464,2321,9.9,6.8,17.5,8.2,5.9,12.2,0.3939,72126,72540,Sarthe,"Épineu-le-Chevreuil, Sarthe, France"
Étival-lès-le-Mans,1665,887,2404,1802,907,2653,11,8.2,14.8,11.6,9.4,14.7,0.4886,72127,72700,Sarthe,"Étival-lès-le-Mans, Sarthe, France"
Évaillé,1611,839,2293,1238,495,2474,10.8,7.6,16.4,11.4,9.7,14.3,0.3966,72128,72120,Sarthe,"Évaillé, Sarthe, France"
Fatines,1506,1052,2198,1764,995,2438,10.4,8,15.6,11,8.2,14.9,0.4601,72129,72470,Sarthe,"Fatines, Sarthe, France"
Fay,1725,947,2444,2020,808,2964,12.7,10.8,15.8,11.4,8.5,13.2,0.3995,72130,72550,Sarthe,"Fay, Sarthe, France"
Fercé-sur-Sarthe,1603,1230,2059,1452,581,2359,10.4,7.2,18,9.5,7.2,11.9,0.4967,72131,72430,Sarthe,"Fercé-sur-Sarthe, Sarthe, France"
La Ferté-Bernard,1934,925,3547,1589,647,2793,10.3,7,16.7,10,6.1,13,0.4536,72132,72400,Sarthe,"La Ferté-Bernard, Sarthe, France"
Fillé,1663,882,2406,1855,742,3130,12,8.9,18.2,11.6,9.5,14.8,0.5037,72133,72210,Sarthe,"Fillé, Sarthe, France"
Flée,1505,1057,2164,1300,568,2599,10.2,8.4,12.2,9.5,6.3,10.9,0.4433,72134,72500,Sarthe,"Flée, Sarthe, France"
Fontenay-sur-Vègre,1894,1083,2933,1239,496,2470,10.6,8.7,14.4,10.4,8.7,11.9,0.4164,72136,72350,Sarthe,"Fontenay-sur-Vègre, Sarthe, France"
Villeneuve-en-Perseigne,1519,1024,2060,1512,605,3024,10.1,6.9,16.2,9.2,7.8,14,0.4172,72137,72600,Sarthe,"Villeneuve-en-Perseigne, Sarthe, France"
Fresnay-sur-Sarthe,1235,737,2296,1042,417,2083,9.4,6.5,13.5,9.5,6.7,12.8,0.3797,72138,72130,Sarthe,"Fresnay-sur-Sarthe, Sarthe, France"
Fyé,1620,1109,2213,1261,504,1989,10.3,8.5,13.5,10.3,8.1,13.2,0.4364,72139,72610,Sarthe,"Fyé, Sarthe, France"
Gesnes-le-Gandelin,1559,1039,2145,1402,561,2248,11.3,9.6,19,9.1,6.3,10.9,0.451,72141,72130,Sarthe,"Gesnes-le-Gandelin, Sarthe, France"
Grandchamp,1633,1031,2328,1100,440,2169,10.3,7,16.5,9.2,7.1,12.2,0.445,72142,72610,Sarthe,"Grandchamp, Sarthe, France"
Le Grand-Lucé,1589,1073,2306,1197,479,2321,9.2,5.7,14.6,9.6,6.7,12.5,0.4892,72143,72150,Sarthe,"Le Grand-Lucé, Sarthe, France"
Gréez-sur-Roc,2101,1192,4202,1220,488,2440,9.3,5.3,15.5,9,5.9,11.1,0.3813,72144,72320,Sarthe,"Gréez-sur-Roc, Sarthe, France"
Le Grez,1680,1198,2186,1113,445,2008,9.1,6.7,14.5,9.6,6.5,13.3,0.4427,72145,72140,Sarthe,"Le Grez, Sarthe, France"
Guécélard,1579,1199,2027,1800,822,2849,11.3,7.7,14.9,11.2,8.7,14.7,0.4881,72146,72230,Sarthe,"Guécélard, Sarthe, France"
La Guierche,1732,1096,2527,1724,690,2538,10.3,8.5,13.5,10.7,9.1,12.9,0.484,72147,72380,Sarthe,"La Guierche, Sarthe, France"
Jauzé,1625,1013,2343,1253,533,2506,11.7,7.9,19.2,10.1,7.4,13.4,0.3688,72148,72110,Sarthe,"Jauzé, Sarthe, France"
Joué-en-Charnie,1604,1243,2089,1229,491,2065,10.7,7.4,18.2,8.2,5.8,12.2,0.3762,72149,72540,Sarthe,"Joué-en-Charnie, Sarthe, France"
Joué-l'Abbé,2238,1299,3105,1628,651,2345,11.2,8.2,14.5,10.3,8.3,13.1,0.5101,72150,72380,Sarthe,"Joué-l'Abbé, Sarthe, France"
Juigné-sur-Sarthe,1873,1037,2299,1521,656,2440,9.9,6.8,15.8,9.6,7.6,11.3,0.4999,72151,72300,Sarthe,"Juigné-sur-Sarthe, Sarthe, France"
Juillé,1238,743,2294,1542,628,2612,9.1,5.6,14.6,8.8,6.2,11.8,0.3165,72152,72170,Sarthe,"Juillé, Sarthe, France"
Jupilles,1515,966,2182,1396,558,2792,8.9,6.7,10.2,9,6,10.5,0.4235,72153,72500,Sarthe,"Jupilles, Sarthe, France"
La Flèche,1761,793,3229,1789,786,3031,10.6,7.1,17,10.7,8.2,14.8,0.546,72154,72200,Sarthe,"La Flèche, Sarthe, France"
Laigné-en-Belin,1592,1133,2090,1784,714,2681,11.5,8.9,14.7,11.1,8.7,14.7,0.5209,72155,72220,Sarthe,"Laigné-en-Belin, Sarthe, France"
Lamnay,1588,988,2244,1343,537,2139,9.4,7.1,12.6,9.5,7.1,12.5,0.4127,72156,72320,Sarthe,"Lamnay, Sarthe, France"
Lavardin,2508,1440,3461,1763,705,3097,12.5,9.7,16.5,11.8,8.8,13.8,0.3833,72157,72240,Sarthe,"Lavardin, Sarthe, France"
Lavaré,1638,1010,2330,1415,566,2616,9.2,5.7,14.8,9.5,7,12.3,0.473,72158,72390,Sarthe,"Lavaré, Sarthe, France"
Lavernat,1555,1147,2071,1428,571,2857,9.7,6.7,17.3,9.6,7,13.1,0.405,72160,72500,Sarthe,"Lavernat, Sarthe, France"
Lhomme,1569,752,2258,1206,482,1934,9.2,5.7,14.8,9.3,6.4,11.9,0.5058,72161,72340,Sarthe,"Lhomme, Sarthe, France"
Ligron,1762,1165,2184,1552,621,2705,10.1,7.1,18.2,9.1,7,11,0.4415,72163,72270,Sarthe,"Ligron, Sarthe, France"
Livet-en-Saosnois,1584,1048,2190,1423,601,2748,11.7,7.9,19.2,10.1,7.4,13.4,0.3799,72164,72610,Sarthe,"Livet-en-Saosnois, Sarthe, France"
Lombron,1498,963,2155,1640,663,2604,10.1,7.4,17,9.1,6.8,11.5,0.4834,72165,72450,Sarthe,"Lombron, Sarthe, France"
Marsac-sur-Don,1721,1014,2911,1561,624,2611,11,8.8,17.6,10.3,7.5,13.8,0.3101,44091,44170,Loire-Atlantique,"Marsac-sur-Don, Loire-Atlantique, France"
La Montagne,3192,2067,3896,2803,1450,4509,14.4,11.6,21.1,15.2,10.7,21.5,0.4809,44101,44620,Loire-Atlantique,"La Montagne, Loire-Atlantique, France"
Port-Saint-Père,2794,1846,3379,2686,1074,3802,12.5,8.8,19.2,12.9,8.9,16.1,0.4325,44133,44710,Loire-Atlantique,"Port-Saint-Père, Loire-Atlantique, France"
La Chapelle-Saint-Laud,1995,1488,2619,2134,854,3476,10.4,8.6,14.1,11.6,8,13.7,0.514,49076,49140,Maine-et-Loire,"La Chapelle-Saint-Laud, Maine-et-Loire, France"
La Chapelle-Saint-Aubin,2537,1470,3444,2111,915,2960,12.2,8.6,16.8,12,9.8,15.3,0.4178,72065,72650,Sarthe,"La Chapelle-Saint-Aubin, Sarthe, France"
La Chapelle-Saint-Fray,1735,1092,2531,1802,721,2948,10.5,8.6,16.4,10,6.8,12.2,0.4581,72066,72240,Sarthe,"La Chapelle-Saint-Fray, Sarthe, France"
La Chapelle-Saint-Rémy,1648,1054,2375,1518,677,2502,11,7.7,16.4,9.1,7,11.8,0.4004,72067,72160,Sarthe,"La Chapelle-Saint-Rémy, Sarthe, France"
La Fontaine-Saint-Martin,1579,1181,2040,1327,531,2412,10.2,7.2,18.3,9.1,6.9,11.2,0.4531,72135,72330,Sarthe,"La Fontaine-Saint-Martin, Sarthe, France"
Longnes,1704,1236,2220,1484,706,2851,10.2,7,16.3,9.1,7.2,11.6,0.3794,72166,72540,Sarthe,"Longnes, Sarthe, France"
Louailles,1911,1022,2306,1500,805,2194,10.9,7.5,18.6,9.5,6.8,12.5,0.4722,72167,72300,Sarthe,"Louailles, Sarthe, France"
Loué,1600,1232,2049,1333,533,2315,9.1,5.7,16.4,8.4,6,11.9,0.4249,72168,72540,Sarthe,"Loué, Sarthe, France"
Louplande,1597,1215,2059,1904,1044,3295,9.8,6.7,16.9,9.6,7.2,11.8,0.4587,72169,72210,Sarthe,"Louplande, Sarthe, France"
Louvigny,1613,1018,2285,1306,658,2611,8.9,6.7,10.2,8.1,6.9,13.1,0.3558,72170,72600,Sarthe,"Louvigny, Sarthe, France"
Louzes,1200,684,2351,1186,475,2373,11.7,7.9,19.2,10.1,7.4,13.4,0.3491,72171,72600,Sarthe,"Louzes, Sarthe, France"
Le Luart,1647,1020,2370,1571,713,2578,9.3,5.7,14.2,9.2,6.6,11.7,0.4063,72172,72390,Sarthe,"Le Luart, Sarthe, France"
Luceau,1574,1056,2283,1451,581,2443,11.4,8.2,17,10.3,7.8,14.1,0.3973,72173,72500,Sarthe,"Luceau, Sarthe, France"
Lucé-sous-Ballon,2237,1301,3103,1153,461,2229,11.7,7.9,19.2,10.1,7.4,13.4,0.3988,72174,72290,Sarthe,"Lucé-sous-Ballon, Sarthe, France"
Luché-Pringé,1597,1181,2068,1396,590,2792,9.2,5.7,16.5,9.8,7.6,14.5,0.4428,72175,72800,Sarthe,"Luché-Pringé, Sarthe, France"
Le Lude,1458,853,2115,1366,724,2316,9.2,5.7,16.5,10.1,7.2,13.9,0.4418,72176,72800,Sarthe,"Le Lude, Sarthe, France"
Maigné,1599,1228,2052,1367,636,2734,10.4,6,15.2,9.3,6.6,12,0.3904,72177,72210,Sarthe,"Maigné, Sarthe, France"
Maisoncelles,1557,1021,2220,1250,500,2239,11.2,7.8,15.9,9.2,6.6,11.7,0.4282,72178,72440,Sarthe,"Maisoncelles, Sarthe, France"
Malicorne-sur-Sarthe,1874,1047,2220,1321,528,2495,9.2,5.7,16.5,8,6.1,11.8,0.483,72179,72270,Sarthe,"Malicorne-sur-Sarthe, Sarthe, France"
Mamers,1432,677,2509,1024,410,2048,10.3,6.9,17.1,9.8,6.8,12.8,0.4882,72180,72600,Sarthe,"Mamers, Sarthe, France"
Le Mans,2071,1269,2982,2046,1120,3263,12.2,8.3,19.9,10.5,7,14.2,0.478,72181,72000,Sarthe,"Le Mans, Sarthe, France"
Mansigné,1456,793,2068,1372,549,2743,9.1,5.7,16.4,9.2,6.5,13.6,0.4598,72182,72510,Sarthe,"Mansigné, Sarthe, France"
Marçon,2088,1297,2973,1375,550,2750,11.3,7.6,17.4,10.2,7.1,12.9,0.4842,72183,72340,Sarthe,"Marçon, Sarthe, France"
Mareil-en-Champagne,1605,1244,2091,1473,589,2372,10.6,8.6,14.1,10.2,8,12.8,0.3659,72184,72540,Sarthe,"Mareil-en-Champagne, Sarthe, France"
Mareil-sur-Loir,1761,983,2177,1335,534,2614,11,8.4,14.5,11.1,8.7,15.2,0.4638,72185,72200,Sarthe,"Mareil-sur-Loir, Sarthe, France"
Maresché,1674,1061,2399,1284,513,2324,10.4,7,16.8,9.2,7.5,12.6,0.3608,72186,72170,Sarthe,"Maresché, Sarthe, France"
Marigné-Laillé,1529,970,2208,1436,647,2618,10.8,8.1,13.6,10.4,7.8,15.1,0.466,72187,72220,Sarthe,"Marigné-Laillé, Sarthe, France"
Marollette,1542,1001,2151,1467,587,2435,12.4,8.6,16.5,11.1,9,14.1,0.4248,72188,72600,Sarthe,"Marollette, Sarthe, France"
Marolles-les-Braults,1947,1104,3812,1209,516,2417,9.1,5.7,14.4,8.9,6.5,11.6,0.4655,72189,72260,Sarthe,"Marolles-les-Braults, Sarthe, France"
Marolles-lès-Saint-Calais,1577,1129,2036,1307,523,2614,,,,8.4,6.4,11.2,0.4063,72190,72120,Sarthe,"Marolles-lès-Saint-Calais, Sarthe, France"
Mayet,1593,1071,2319,1448,579,2715,9.1,5.7,14.5,9.8,6.9,14.5,0.406,72191,72360,Sarthe,"Mayet, Sarthe, France"
Les Mées,1229,731,2300,1127,451,2254,11.7,7.9,19.2,10.1,7.4,13.4,0.4263,72192,72260,Sarthe,"Les Mées, Sarthe, France"
Melleray,1519,1072,1960,1024,410,2048,9.3,5.7,16,9.5,6.7,12,0.3959,72193,72320,Sarthe,"Melleray, Sarthe, France"
Meurcé,1663,1067,2365,1280,669,2007,10.6,8,17.7,9.1,7,12.1,0.5049,72194,72170,Sarthe,"Meurcé, Sarthe, France"
Mézeray,1604,1231,2060,1411,575,2394,10.6,7.4,19,9.2,7,11.2,0.4316,72195,72270,Sarthe,"Mézeray, Sarthe, France"
Mézières-sur-Ponthouin,1663,1056,2396,1187,548,2373,10.5,8,17.4,8.8,6.8,12.1,0.4227,72196,72290,Sarthe,"Mézières-sur-Ponthouin, Sarthe, France"
Mézières-sous-Lavardin,1646,1156,2240,1250,567,2440,10.7,8.6,16.8,9.9,7.3,11.6,0.4071,72197,72240,Sarthe,"Mézières-sous-Lavardin, Sarthe, France"
La Milesse,2448,1458,3372,2083,1234,3136,12.3,9.2,20.1,10.9,8.8,14.7,0.45,72198,72650,Sarthe,"La Milesse, Sarthe, France"
Moitron-sur-Sarthe,1662,1038,2390,1370,548,2740,8.9,6.8,10.2,8.1,6.3,12.1,0.3208,72199,72170,Sarthe,"Moitron-sur-Sarthe, Sarthe, France"
Moncé-en-Belin,1618,1228,2059,1927,819,2951,11.5,9,15,10.8,8.8,12.8,0.4976,72200,72230,Sarthe,"Moncé-en-Belin, Sarthe, France"
Moncé-en-Saosnois,1586,1013,2241,1287,515,2573,10.4,7.9,15.9,8.9,6.9,12.9,0.3568,72201,72260,Sarthe,"Moncé-en-Saosnois, Sarthe, France"
Monhoudou,1610,1026,2274,1302,521,2605,10.3,7.6,17.3,9.4,7.6,13,0.4087,72202,72260,Sarthe,"Monhoudou, Sarthe, France"
Montaillé,1551,1082,2072,1130,452,2261,10.9,7.7,16.1,9.2,7.2,11.9,0.4078,72204,72120,Sarthe,"Montaillé, Sarthe, France"
Montbizot,1729,1095,2521,1655,662,2463,10.1,6.9,16.2,9.2,7.2,12.2,0.515,72205,72380,Sarthe,"Montbizot, Sarthe, France"
Montmirail,2104,1193,4207,1360,544,2721,11.7,7.9,19.2,10.1,7.4,13.4,0.3837,72208,72320,Sarthe,"Montmirail, Sarthe, France"
Montreuil-le-Chétif,1636,1149,2213,1149,459,2297,9.2,5.7,16.4,8.1,5.7,11.4,0.3132,72209,72130,Sarthe,"Montreuil-le-Chétif, Sarthe, France"
Montreuil-le-Henri,1971,1252,2998,1114,445,2227,11.6,9.7,18.6,10,7.4,14.2,0.3782,72210,72150,Sarthe,"Montreuil-le-Henri, Sarthe, France"
Mont-Saint-Jean,1682,1206,2424,1133,453,2265,9.5,6.5,16.7,9.6,7.2,13,0.3433,72211,72140,Sarthe,"Mont-Saint-Jean, Sarthe, France"
Moulins-le-Carbonnel,1254,760,2366,1491,597,2983,9.3,6.7,13.7,9.4,7.3,15,0.4387,72212,72130,Sarthe,"Moulins-le-Carbonnel, Sarthe, France"
Mulsanne,1591,1033,2341,1847,909,2631,10.9,7.4,19.7,10.8,7.9,14.8,0.508,72213,72230,Sarthe,"Mulsanne, Sarthe, France"
Nauvay,2938,1483,5875,2550,1318,4861,11.7,7.9,19.2,10.1,7.4,13.4,0.3171,72214,72260,Sarthe,"Nauvay, Sarthe, France"
Neufchâtel-en-Saosnois,1557,1039,2138,1222,489,1944,9.4,5.8,14.4,9.2,6.6,14.7,0.4539,72215,72600,Sarthe,"Neufchâtel-en-Saosnois, Sarthe, France"
Neuvillalais,1718,1225,2241,1430,604,2474,11,8.4,14.6,11.4,9.3,14.5,0.4139,72216,72240,Sarthe,"Neuvillalais, Sarthe, France"
Neuville-sur-Sarthe,2239,1298,3107,1985,844,2955,12.4,9.6,18.1,12,9.8,15.1,0.4055,72217,72190,Sarthe,"Neuville-sur-Sarthe, Sarthe, France"
Neuvillette-en-Charnie,1693,1249,2226,1344,538,2688,10.7,7,17.8,8.3,5.9,12.3,0.3956,72218,72140,Sarthe,"Neuvillette-en-Charnie, Sarthe, France"
Bernay-en-Champagne,1707,1222,2223,1275,510,2393,10.7,7,17.9,8.9,7.4,11.8,0.4041,72033,72240,Sarthe,"Bernay-en-Champagne, Sarthe, France"
Nogent-le-Bernard,1568,974,2250,1432,573,2642,9.4,5.8,14.4,9,6.3,11.3,0.4288,72220,72110,Sarthe,"Nogent-le-Bernard, Sarthe, France"
Nogent-sur-Loir,1833,1173,2418,1424,570,2848,9.2,5.7,16.5,10.1,7.1,12.2,0.4756,72221,72500,Sarthe,"Nogent-sur-Loir, Sarthe, France"
Noyen-sur-Sarthe,1828,1114,2251,1405,562,2553,9.1,5.7,16.5,9.3,6.9,14.2,0.418,72223,72430,Sarthe,"Noyen-sur-Sarthe, Sarthe, France"
Nuillé-le-Jalais,1540,1008,2249,1454,582,2474,11.2,7.8,15.9,9,6.9,11.6,0.486,72224,72370,Sarthe,"Nuillé-le-Jalais, Sarthe, France"
Oisseau-le-Petit,1580,1051,2186,1376,567,2668,10,6.9,18,9.6,7,11.8,0.4516,72225,72610,Sarthe,"Oisseau-le-Petit, Sarthe, France"
Oizé,1603,1193,2064,1463,636,2120,10,6.5,14.5,9.2,5.9,12.8,0.4621,72226,72330,Sarthe,"Oizé, Sarthe, France"
Panon,1268,624,2175,1420,706,2840,11.7,7.9,19.2,10.1,7.4,13.4,0.3464,72227,72600,Sarthe,"Panon, Sarthe, France"
Parcé-sur-Sarthe,1872,1027,2266,1478,622,2946,9.6,6.6,17.2,9.5,7.7,11.2,0.4668,72228,72300,Sarthe,"Parcé-sur-Sarthe, Sarthe, France"
Parennes,1702,1239,2211,984,394,1884,10.4,6.8,17.4,8.3,5.9,12.2,0.4145,72229,72140,Sarthe,"Parennes, Sarthe, France"
Parigné-le-Pôlin,1598,1216,2066,1579,660,2596,11.3,8.5,15.3,11,8.7,15.2,0.4463,72230,72330,Sarthe,"Parigné-le-Pôlin, Sarthe, France"
Parigné-l'Évêque,1976,1254,3002,1810,825,2802,11.3,7.7,16.5,10.5,7.8,14.1,0.5097,72231,72250,Sarthe,"Parigné-l'Évêque, Sarthe, France"
Notre-Dame-du-Pé,1963,887,2357,1609,644,2558,11.2,7.8,19.7,10,7.3,13.4,0.4458,72232,72300,Sarthe,"Notre-Dame-du-Pé, Sarthe, France"
Peray,1621,1022,2306,1246,498,2492,11.7,7.9,19.2,10.1,7.4,13.4,0.3851,72233,72260,Sarthe,"Peray, Sarthe, France"
Pezé-le-Robert,1638,1151,2218,1255,502,2511,10.5,7.2,16.7,8.6,6.7,11.8,0.3929,72234,72140,Sarthe,"Pezé-le-Robert, Sarthe, France"
Piacé,1651,1033,2371,1380,552,2412,10.3,7.4,16.1,8.7,6.3,12.4,0.3557,72235,72170,Sarthe,"Piacé, Sarthe, France"
Pincé,1907,1022,2316,1580,632,2571,11,8.8,16.6,12.3,10.2,17.5,0.3909,72236,72300,Sarthe,"Pincé, Sarthe, France"
Pirmil,1602,1233,2054,1452,581,2411,10.8,7.6,18.9,8.5,6,10.3,0.3991,72237,72430,Sarthe,"Pirmil, Sarthe, France"
Pizieux,1583,997,2247,1296,518,2333,11.7,7.9,19.2,10.1,7.4,13.4,0.337,72238,72600,Sarthe,"Pizieux, Sarthe, France"
Poillé-sur-Vègre,1865,1048,2287,1241,504,2139,10.7,7.4,18.4,9.1,6.9,12.5,0.4444,72239,72350,Sarthe,"Poillé-sur-Vègre, Sarthe, France"
Montfort-le-Gesnois,1482,1019,2154,1541,616,2287,9.8,7.2,16.6,9.1,7.1,11.9,0.4891,72241,72450,Sarthe,"Montfort-le-Gesnois, Sarthe, France"
Pontvallain,1596,1171,2062,1355,542,2260,9.1,5.6,14.6,9.4,6.1,12.5,0.4184,72243,72510,Sarthe,"Pontvallain, Sarthe, France"
