ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Departement,geo,nb_m2,nb_mois,assurance_pno_annuel,frais_agence_%,frais_notaire_%,garantie_loyer_impaye,compta_annuelle,prevision_entretien_annuel,prevision_gros_oeuvre_annuel,taux_occupation,loyer_mensuel_appart,loyer_mensuel_maison,loyer_annuel_appart,loyer_annuel_maison,garantie_loyer_impaye_annuel_appart,garantie_loyer_impaye_annuel_maison,prix_net_vendeur_appart,prix_net_vendeur_maison,frais_agence_maison,frais_agence_appart,frais_notaire_maison,frais_notaire_appart,prevision_entretien_annuel_appart,prevision_entretien_annuel_maison,prevision_gros_oeuvre_annuel_appart,prevision_gros_oeuvre_annuel_maison,valeur_cadastrale_locative_appart,valeur_cadastrale_locative_maison,TFPB_annuel_appart,TFPB_annuel_maison,charges_copro_annuel,assurance_habitation_annuel,frais_gestion_loc_annuel,prix_achat_total_appart,prix_achat_total_maison,renta_brute_appart,renta_brute_maison,charges_annuelles_appart,charges_annuelles_maison,renta_nette_appart,renta_nette_maison
Montreuil-Bellay,1436,621,2435,1696,956,2567,10.0,6.7,17.2,10.0,8.0,13.8,51.48,49215,Maine-et-Loire,"Montreuil-Bellay, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,475.0,475.0,5700.0,5700.0,171.0,171.0,71800,84800,4240.0,3590.0,6784.0,5744.0,114.0,114.0,359.0,424.0,2280.0,2280.0,1173.744,1173.744,50,0,200,81134.0,95824.0,0.07025414745975793,0.05948405409918183,1894.744,1894.744,0.0469008800256366,0.03971088662548005
Montreuil-sur-Loir,2352,1678,3128,2418,1051,3609,10.4,8.4,14.0,11.7,9.8,15.0,45.61,49216,Maine-et-Loire,"Montreuil-sur-Loir, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,555.75,5928.0,6669.0,177.84,200.07,117600,120900,6045.0,5880.0,9672.0,9408.0,118.56,133.38,588.0,604.5,2371.2,2667.6,1081.5043199999998,1216.69236,50,0,200,132888.0,136617.0,0.04460899404009391,0.04881530117042535,1809.3443199999997,1966.76236,0.030993435675155015,0.03441912529187437
Montreuil-sur-Maine,1861,918,3117,2158,1092,3650,10.3,8.4,14.4,12.2,9.6,18.5,43.47,49217,Maine-et-Loire,"Montreuil-sur-Maine, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,489.25,579.5,5871.0,6954.0,176.13,208.62,93050,107900,5395.0,4652.5,8632.0,7444.0,117.42,139.08,465.25,539.5,2348.4,2781.6,1020.8494800000001,1209.1615199999999,50,0,200,105146.5,121927.0,0.05583638066887628,0.057034126977617755,1746.97948,1967.78152,0.03922166234729639,0.04089511330550247
Montrevault-sur-Èvre,1785,1096,2304,1674,670,2872,11.5,7.0,19.3,9.8,6.9,13.0,43.8,49218,Maine-et-Loire,"Montrevault-sur-Èvre, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,465.50000000000006,6555.0,5586.000000000001,196.65,167.58,89250,83700,4185.0,4462.5,6696.0,7140.0,131.1,111.72000000000003,446.25,418.5,2622.0,2234.4000000000005,1148.436,978.6672000000002,50,0,200,100852.5,94581.0,0.06499590986837213,0.059060487835823273,1895.0859999999998,1696.2472000000002,0.04620524032621899,0.04112615430160392
Montsoreau,1813,1059,2509,2264,1048,4528,,,,9.6,8.1,11.0,46.87,49219,Maine-et-Loire,"Montsoreau, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,,456.0,,5472.0,,164.16,90650,113200,5660.0,4532.5,9056.0,7252.0,,109.44,453.25,566.0,,2188.8,,1025.89056,50,0,200,102434.5,127916.0,,0.04277807311047875,,1740.0505600000001,,0.029175001094468245
Morannes-sur-Sarthe,1955,1127,3826,1608,643,2908,12.1,8.7,17.6,10.2,8.0,13.3,44.85,49220,Maine-et-Loire,"Morannes-sur-Sarthe, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,574.75,484.49999999999994,6897.0,5813.999999999999,206.91,174.41999999999996,97750,80400,4020.0,4887.5,6432.0,7820.0,137.94,116.27999999999999,488.75,402.0,2758.8,2325.5999999999995,1237.3218000000002,1043.0315999999998,50,0,200,110457.5,90852.0,0.06244030509471969,0.06399418835028396,1994.2318,1767.4515999999999,0.044386014530475526,0.04454000352221194
Mouliherne,1599,1026,2186,1370,548,2317,9.1,5.7,16.4,9.6,7.4,12.1,45.51,49221,Maine-et-Loire,"Mouliherne, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,432.25,456.0,5187.0,5472.0,155.60999999999999,164.16,79950,68500,3425.0,3997.5,5480.0,6396.0,103.74000000000001,109.44,399.75,342.5,2074.8,2188.8,944.24148,996.12288,50,0,200,90343.5,77405.0,0.057414202460608674,0.07069310768038241,1649.85148,1710.28288,0.03915221925207679,0.04859785698598282
Mozé-sur-Louet,2840,1910,3750,2744,1117,4038,11.7,8.5,17.5,10.9,8.3,14.7,45.5,49222,Maine-et-Loire,"Mozé-sur-Louet, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,517.75,6669.0,6213.0,200.07,186.39,142000,137200,6860.0,7100.0,10976.0,11360.0,133.38,124.26,710.0,686.0,2667.6,2485.2,1213.758,1130.7659999999998,50,0,200,160460.0,155036.0,0.041561759940172006,0.040074563327227225,1963.828,1867.156,0.02932302131372305,0.028031192755231044
Mûrs-Erigné,2857,1976,3814,2988,1691,4448,13.0,10.0,23.4,13.4,9.6,18.0,54.46,49223,Maine-et-Loire,"Mûrs-Erigné, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,617.5,636.5,7410.0,7638.0,222.29999999999998,229.14,142850,149400,7470.0,7142.5,11952.0,11428.0,148.20000000000002,152.76,714.25,747.0,2964.0,3055.2,1614.1944,1663.8619199999998,50,0,200,161420.5,168822.0,0.04590495011476237,0.04524291857696272,2386.4944,2443.0019199999997,0.031120617269801545,0.030772044401795977
Neuillé,1586,1128,3173,1966,834,3075,10.1,5.7,16.3,9.9,6.3,14.2,43.4,49224,Maine-et-Loire,"Neuillé, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,479.75,470.25,5757.0,5643.0,172.70999999999998,169.29,79300,98300,4915.0,3965.0,7864.0,6344.0,115.14,112.86,396.5,491.5,2302.8,2257.2,999.4152,979.6247999999999,50,0,200,89609.0,111079.0,0.06424577888381747,0.05080168168600726,1722.1252,1698.9148,0.04502756196364205,0.03550702833118771
Parçay-les-Pins,1557,1002,2139,1318,527,2481,9.6,6.0,13.8,9.5,7.3,13.8,,49234,Maine-et-Loire,"Parçay-les-Pins, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,456.0,451.25,5472.0,5415.0,164.16,162.45,77850,65900,3295.0,3892.5,5272.0,6228.0,109.44,108.3,389.25,329.5,2188.8,2166.0,,,50,0,200,87970.5,74467.0,0.06220267021331014,0.07271677387299072,,,,
Nuaillé,2502,1990,3336,2095,838,3131,11.9,8.1,18.9,9.8,6.6,12.4,46.51,49231,Maine-et-Loire,"Nuaillé, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,565.25,465.50000000000006,6783.0,5586.000000000001,203.48999999999998,167.58,125100,104750,5237.5,6255.0,8380.0,10008.0,135.66,111.72000000000003,625.5,523.75,2713.2,2234.4000000000005,1261.9093199999998,1039.21944,50,0,200,141363.0,118367.5,0.04798285265592835,0.047192007941369046,2015.3993199999998,1756.7994400000002,0.03372594441261151,0.032350100830042035
Parnay,1812,1065,2535,2104,1086,3784,10.2,6.8,14.7,10.2,8.6,13.5,46.2,49235,Maine-et-Loire,"Parnay, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,484.49999999999994,5813.999999999999,5813.999999999999,174.41999999999996,174.41999999999996,90600,105200,5260.0,4530.0,8416.0,7248.0,116.27999999999999,116.27999999999999,453.0,526.0,2325.5999999999995,2325.5999999999995,1074.4271999999999,1074.4271999999999,50,0,200,102378.0,118876.0,0.056789544628728816,0.048908105925502196,1798.8471999999997,1798.8471999999997,0.039218902498583674,0.033775974965510276
Passavant-sur-Layon,1691,939,2479,1403,561,2567,12.9,8.4,22.7,11.2,8.1,15.2,37.13,49236,Maine-et-Loire,"Passavant-sur-Layon, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,612.75,532.0,7353.0,6384.0,220.59,191.51999999999998,84550,70150,3507.5,4227.5,5612.0,6764.0,147.06,127.68,422.75,350.75,2941.2,2553.6,1092.06756,948.15168,50,0,200,95541.5,79269.5,0.07696132047330217,0.08053538876869414,1862.65756,1689.67168,0.05746552482429102,0.059219855303742304
La Pellerine,1564,1006,2146,1244,502,2212,9.2,5.7,16.5,9.6,6.9,12.4,39.78,49237,Maine-et-Loire,"La Pellerine, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,436.99999999999994,456.0,5243.999999999999,5472.0,157.31999999999996,164.16,78200,62200,3110.0,3910.0,4976.0,6256.0,104.87999999999998,109.44,391.0,311.0,2097.5999999999995,2188.8,834.4252799999998,870.70464,50,0,200,88366.0,70286.0,0.05934409161894846,0.07785334205958512,1541.7452799999996,1584.86464,0.041896823665210595,0.055304546566883876
La Plaine,2568,2020,3048,1586,634,2685,11.4,8.2,19.3,10.2,6.9,13.3,47.02,49240,Maine-et-Loire,"La Plaine, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,541.5,484.49999999999994,6498.0,5813.999999999999,194.94,174.41999999999996,128400,79300,3965.0,6420.0,6344.0,10272.0,129.96,116.27999999999999,642.0,396.5,2599.2,2325.5999999999995,1222.14384,1093.4971199999998,50,0,200,145092.0,89609.0,0.044785377553552226,0.06488187570444932,1967.08384,1817.9171199999996,0.031227884101122046,0.044594659911392824
Le Plessis-Grammoire,2401,1547,3516,2868,1217,4300,12.8,9.6,19.6,12.0,8.3,15.8,60.51,49241,Maine-et-Loire,"Le Plessis-Grammoire, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,570.0,7296.0,6840.0,218.88,205.2,120050,143400,7170.0,6002.5,11472.0,9604.0,145.92000000000002,136.8,600.25,717.0,2918.4,2736.0,1765.92384,1655.5536,50,0,200,135656.5,162042.0,0.05378290019276629,0.04221127855741104,2534.80384,2410.7536,0.03509744214247013,0.02733394058330556
Mauges-sur-Loire,1766,750,2569,1942,777,3252,10.1,6.5,16.5,9.9,6.9,13.3,45.84,49244,Maine-et-Loire,"Mauges-sur-Loire, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,479.75,470.25,5757.0,5643.0,172.70999999999998,169.29,88300,97100,4855.0,4415.0,7768.0,7064.0,115.14,112.86,441.5,485.5,2302.8,2257.2,1055.6035200000001,1034.70048,50,0,200,99779.0,109723.0,0.05769751150041592,0.05142950885411445,1778.3135200000002,1753.99048,0.03987498852463945,0.0354438861496678
Les Ponts-de-Cé,2882,1614,4404,3078,1549,4739,13.6,9.7,24.5,14.1,9.0,19.0,49.31,49246,Maine-et-Loire,"Les Ponts-de-Cé, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,646.0,669.75,7752.0,8037.0,232.56,241.10999999999999,144100,153900,7695.0,7205.0,12312.0,11528.0,155.04,160.74,720.5,769.5,3100.8,3214.8,1529.00448,1585.2178800000004,50,0,200,162833.0,173907.0,0.04760705753747705,0.046214355948869225,2311.56448,2376.3278800000003,0.03341113607192645,0.032549995802354126
La Possonnière,2716,1726,4042,2814,1371,4483,11.2,7.6,17.0,11.3,8.6,16.6,50.81,49247,Maine-et-Loire,"La Possonnière, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,536.75,6384.0,6441.0,191.51999999999998,193.23,135800,140700,7035.0,6790.0,11256.0,10864.0,127.68,128.82,679.0,703.5,2553.6,2576.4,1297.48416,1309.0688400000001,50,0,200,153454.0,158991.0,0.04160204360915975,0.04051172707889126,2039.00416,2052.2988400000004,0.028314646995190738,0.02760345654785491
Chazé-Henry,1827,877,3208,1145,458,2289,9.7,6.4,15.2,8.8,6.3,11.3,,49088,Maine-et-Loire,"Chazé-Henry, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,418.00000000000006,5528.999999999999,5016.000000000001,165.86999999999998,150.48000000000002,91350,57250,2862.5,4567.5,4580.0,7308.0,110.57999999999998,100.32000000000002,456.75,286.25,2211.5999999999995,2006.4000000000003,,,50,0,200,103225.5,64692.5,0.0535623465132162,0.07753603586196238,,,,
Le Puy-Notre-Dame,1566,1166,2304,1435,574,2628,9.7,6.4,14.9,9.5,7.0,12.8,44.57,49253,Maine-et-Loire,"Le Puy-Notre-Dame, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,451.25,5528.999999999999,5415.0,165.86999999999998,162.45,78300,71750,3587.5,3915.0,5740.0,6264.0,110.57999999999998,108.3,391.5,358.75,2211.5999999999995,2166.0,985.7101199999997,965.3861999999999,50,0,200,88479.0,81077.5,0.0624894042654189,0.06678794980111621,1701.5801199999996,1677.8362,0.0432579468574464,0.046093722672751386
Les Rairies,1881,895,2259,1765,779,3224,9.1,6.3,16.4,9.6,6.9,13.2,49.62,49257,Maine-et-Loire,"Les Rairies, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,432.25,456.0,5187.0,5472.0,155.60999999999999,164.16,94050,88250,4412.5,4702.5,7060.0,7524.0,103.74000000000001,109.44,470.25,441.25,2074.8,2188.8,1029.51576,1086.08256,50,0,200,106276.5,99722.5,0.04880665057656208,0.05487227055077841,1735.12576,1800.2425600000001,0.03248012721532983,0.03681974920404121
Rochefort-sur-Loire,2798,1825,3858,2472,989,4056,12.4,9.4,17.0,12.0,9.1,16.3,49.97,49259,Maine-et-Loire,"Rochefort-sur-Loire, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,589.0,570.0,7068.0,6840.0,212.04,205.2,139900,123600,6180.0,6995.0,9888.0,11192.0,141.36,136.8,699.5,618.0,2827.2,2736.0,1412.75184,1367.1791999999998,50,0,200,158087.0,139668.0,0.04470955866073744,0.048973279491365235,2174.79184,2122.3792,0.03095262836286349,0.033777392101268726
La Romagne,2385,1883,3217,2045,818,2977,10.1,7.3,17.7,9.8,6.6,12.6,43.48,49260,Maine-et-Loire,"La Romagne, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,479.75,465.50000000000006,5757.0,5586.000000000001,172.70999999999998,167.58,119250,102250,5112.5,5962.5,8180.0,9540.0,115.14,111.72000000000003,596.25,511.25,2302.8,2234.4000000000005,1001.2574400000001,971.5171200000001,50,0,200,134752.5,115542.5,0.042722769521901266,0.0483458467663414,1723.9674400000001,1689.0971200000001,0.02992918543255227,0.03372700850336457
Saint-Martin-de-la-Place,2041,1204,4083,1843,768,3434,11.4,8.6,15.0,10.1,8.3,13.0,,49304,Maine-et-Loire,"Saint-Martin-de-la-Place, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,541.5,479.75,6498.0,5757.0,194.94,172.70999999999998,102050,92150,4607.5,5102.5,7372.0,8164.0,129.96,115.14,510.25,460.75,2599.2,2302.8,,,50,0,200,115316.5,104129.5,0.0563492648493494,0.05528692637533072,,,,
Rou-Marson,1610,1161,3220,2168,867,3429,11.7,8.4,17.9,10.8,8.8,14.6,43.92,49262,Maine-et-Loire,"Rou-Marson, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,513.0,6669.0,6156.0,200.07,184.68,80500,108400,5420.0,4025.0,8672.0,6440.0,133.38,123.12,402.5,542.0,2667.6,2462.4,1171.6099199999999,1081.4860800000001,50,0,200,90965.0,122492.0,0.07331391194415435,0.050256343271397316,1921.6799199999998,1816.1660800000002,0.05218842499862585,0.035429529438657216
Saint-Augustin-des-Bois,2476,1105,3823,2384,954,3446,10.7,8.3,16.6,11.0,7.8,16.5,51.08,49266,Maine-et-Loire,"Saint-Augustin-des-Bois, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,508.25,522.5,6099.0,6270.0,182.97,188.1,123800,119200,5960.0,6190.0,9536.0,9904.0,121.98,125.4,619.0,596.0,2439.6,2508.0,1246.14768,1281.0864,50,0,200,139894.0,134696.0,0.04359729509485753,0.04654926649640672,1979.11768,2019.1864,0.029450028736043,0.03155857338005583
Saint-Christophe-du-Bois,2502,2012,3258,2258,1142,3064,12.5,9.4,18.6,10.9,7.8,13.7,47.96,49269,Maine-et-Loire,"Saint-Christophe-du-Bois, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,593.75,517.75,7125.0,6213.0,213.75,186.39,125100,112900,5645.0,6255.0,9032.0,10008.0,142.5,124.26,625.5,564.5,2850.0,2485.2,1366.86,1191.90192,50,0,200,141363.0,127577.0,0.05040215615118525,0.04870000078384035,2130.6099999999997,1928.2919200000001,0.035330249075076224,0.033585270699263974
Saint-Clément-de-la-Place,3044,2032,4096,2630,1052,4000,10.4,8.4,14.8,12.6,9.1,19.0,51.78,49271,Maine-et-Loire,"Saint-Clément-de-la-Place, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,598.5,5928.0,7182.0,177.84,215.45999999999998,152200,131500,6575.0,7610.0,10520.0,12176.0,118.56,143.64000000000001,761.0,657.5,2371.2,2872.8,1227.8073599999998,1487.53584,50,0,200,171986.0,148595.0,0.03446792180758899,0.04833271644402571,1955.64736,2252.99584,0.0230969534729571,0.033170726875063096
Saint-Clément-des-Levées,2101,1219,4203,1911,765,3210,9.5,6.8,17.2,9.8,7.1,12.4,45.58,49272,Maine-et-Loire,"Saint-Clément-des-Levées, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,451.25,465.50000000000006,5415.0,5586.000000000001,162.45,167.58,105050,95550,4777.5,5252.5,7644.0,8404.0,108.3,111.72000000000003,525.25,477.75,2166.0,2234.4000000000005,987.2628,1018.4395200000002,50,0,200,118706.5,107971.5,0.04561671012118123,0.05173587474472431,1699.7128,1736.0195200000003,0.03129809403865837,0.03565737699300279
Sainte-Gemmes-sur-Loire,2760,1574,4059,3347,1794,5582,13.4,10.3,24.2,12.0,8.2,16.6,48.46,49278,Maine-et-Loire,"Sainte-Gemmes-sur-Loire, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,636.5,570.0,7638.0,6840.0,229.14,205.2,138000,167350,8367.5,6900.0,13388.0,11040.0,152.76,136.8,690.0,836.75,3055.2,2736.0,1480.54992,1325.8656,50,0,200,155940.0,189105.5,0.04898037706810312,0.03617028589861215,2259.68992,2081.0656,0.0344896119020136,0.02516549968139478
Saint-Georges-sur-Loire,2709,1877,4219,2482,1026,4236,11.0,7.7,17.7,11.2,8.5,16.5,47.6,49283,Maine-et-Loire,"Saint-Georges-sur-Loire, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,522.5,532.0,6270.0,6384.0,188.1,191.51999999999998,135450,124100,6205.0,6772.5,9928.0,10836.0,125.4,127.68,677.25,620.5,2508.0,2553.6,1193.808,1215.5136,50,0,200,153058.5,140233.0,0.04096472917217926,0.045524234666590606,1931.908,1957.0336,0.02834270556682576,0.03156864931934709
Saint-Germain-des-Prés,2510,1063,3962,2223,889,3839,10.0,6.8,16.9,9.9,7.1,13.3,50.15,49284,Maine-et-Loire,"Saint-Germain-des-Prés, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,475.0,470.25,5700.0,5643.0,171.0,169.29,125500,111150,5557.5,6275.0,8892.0,10040.0,114.0,112.86,627.5,555.75,2280.0,2257.2,1143.42,1131.9858,50,0,200,141815.0,125599.5,0.04019320946303282,0.044928522804629,1864.42,1851.2758,0.02704636321968762,0.03018900712184364
Saint-Jean-de-la-Croix,2761,1532,3987,2139,927,3419,11.2,7.9,19.9,9.8,7.1,13.1,40.71,49288,Maine-et-Loire,"Saint-Jean-de-la-Croix, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,465.50000000000006,6384.0,5586.000000000001,191.51999999999998,167.58,138050,106950,5347.5,6902.5,8556.0,11044.0,127.68,111.72000000000003,690.25,534.75,2553.6,2234.4000000000005,1039.57056,909.6242400000003,50,0,200,155996.5,120853.5,0.04092399508963342,0.046221251349774735,1781.0905599999999,1627.2042400000005,0.0295064917482123,0.0327569806418515
Saint-Just-sur-Dive,1612,1164,2441,1442,577,2543,10.9,7.6,18.5,9.6,6.3,11.4,38.65,49291,Maine-et-Loire,"Saint-Just-sur-Dive, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,517.75,456.0,6213.0,5472.0,186.39,164.16,80600,72100,3605.0,4030.0,5768.0,6448.0,124.26,109.44,403.0,360.5,2485.2,2188.8,960.5297999999999,845.9712000000001,50,0,200,91078.0,81473.0,0.06821625419969696,0.06716335473101519,1696.9198,1560.1312,0.04958475372757417,0.04801429676089011
Val-du-Layon,2448,1125,3782,2162,865,3487,10.9,7.8,15.7,11.4,9.0,16.3,45.18,49292,Maine-et-Loire,"Val-du-Layon, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,517.75,541.5,6213.0,6498.0,186.39,194.94,122400,108100,5405.0,6120.0,8648.0,9792.0,124.26,129.96,612.0,540.5,2485.2,2599.2,1122.8133599999999,1174.31856,50,0,200,138312.0,122153.0,0.04492018046156516,0.05319558258904816,1859.20336,1919.25856,0.03147808317427266,0.037483659345247354
Saint-Lambert-la-Potherie,2890,1984,4297,2867,1147,3985,12.7,8.7,18.7,13.7,11.4,18.8,56.57,49294,Maine-et-Loire,"Saint-Lambert-la-Potherie, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,603.25,650.75,7239.0,7809.0,217.17,234.26999999999998,144500,143350,7167.5,7225.0,11468.0,11560.0,144.78,156.18,722.5,716.75,2895.6,3123.6,1638.0409200000001,1767.02052,50,0,200,163285.0,161985.5,0.04433352726827326,0.04820801861895046,2405.21092,2551.29052,0.029603387206418228,0.03245790197270743
Saint-Jean-de-Linières,2890,1995,4266,2927,1302,4035,12.9,9.2,21.1,14.1,11.6,19.2,,49289,Maine-et-Loire,"Saint-Jean-de-Linières, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,612.75,669.75,7353.0,8037.0,220.59,241.10999999999999,144500,146350,7317.5,7225.0,11708.0,11560.0,147.06,160.74,722.5,731.75,2941.2,3214.8,,,50,0,200,163285.0,165375.5,0.0450316930520256,0.04859849252156456,,,,
Saint-Léger-sous-Cholet,2461,1953,3276,2417,1094,3387,12.3,9.3,18.5,11.1,8.2,14.4,45.8,49299,Maine-et-Loire,"Saint-Léger-sous-Cholet, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,584.25,527.25,7011.0,6327.0,210.32999999999998,189.81,123050,120850,6042.5,6152.5,9668.0,9844.0,140.22,126.54,615.25,604.25,2804.4,2530.8,1284.4152,1159.1064,50,0,200,139046.5,136560.5,0.050421981135807085,0.04633111331607603,2044.7451999999998,1898.9163999999998,0.03571650347186014,0.03242580101859615
Sèvremoine,1751,971,2554,2057,823,3175,11.5,8.2,20.0,10.2,6.9,13.2,42.56,49301,Maine-et-Loire,"Sèvremoine, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,484.49999999999994,6555.0,5813.999999999999,196.65,174.41999999999996,87550,102850,5142.5,4377.5,8228.0,7004.0,131.1,116.27999999999999,437.75,514.25,2622.0,2325.5999999999995,1115.9232000000002,989.7753599999998,50,0,200,98931.5,116220.5,0.06625796637067062,0.05002559789365903,1862.5732000000003,1714.1953599999997,0.047431068971965445,0.03527608846976221
Saint-Macaire-du-Bois,1613,1205,2212,1556,623,3113,9.0,6.4,15.0,9.9,7.2,13.1,45.03,49302,Maine-et-Loire,"Saint-Macaire-du-Bois, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,427.5,470.25,5130.0,5643.0,153.9,169.29,80650,77800,3890.0,4032.5,6224.0,6452.0,102.60000000000001,112.86,403.25,389.0,2052.0,2257.2,924.0156,1016.41716,50,0,200,91134.5,87914.0,0.05629042788406147,0.06418772891689606,1627.9155999999998,1735.70716,0.03842764704914166,0.044444489387355825
Saint-Martin-du-Fouilloux,2840,1964,4241,2801,1429,4126,12.7,8.7,18.8,13.5,10.9,18.7,51.83,49306,Maine-et-Loire,"Saint-Martin-du-Fouilloux, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,603.25,641.25,7239.0,7695.0,217.17,230.85,142000,140050,7002.5,7100.0,11204.0,11360.0,144.78,153.9,710.0,700.25,2895.6,3078.0,1500.7894800000001,1595.3274,50,0,200,160460.0,158256.5,0.04511404711454568,0.048623595239374054,2267.95948,2376.1774,0.03097993593418921,0.033608872937288516
Loire-Authion,2398,1448,3488,2635,1173,4105,11.7,8.4,17.3,11.9,9.4,16.0,51.12,49307,Maine-et-Loire,"Loire-Authion, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,565.25,6669.0,6783.0,200.07,203.48999999999998,119900,131750,6587.5,5995.0,10540.0,9592.0,133.38,135.66,599.5,658.75,2667.6,2713.2,1363.67712,1386.9878399999998,50,0,200,135487.0,148877.5,0.04922243462472414,0.04556094775906366,2113.74712,2140.4778399999996,0.03362132809789869,0.03118350429044013
Saint-Melaine-sur-Aubance,2861,2205,3754,3055,1758,4697,13.0,8.9,19.2,12.0,8.1,16.4,45.69,49308,Maine-et-Loire,"Saint-Melaine-sur-Aubance, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,617.5,570.0,7410.0,6840.0,222.29999999999998,205.2,143050,152750,7637.5,7152.5,12220.0,11444.0,148.20000000000002,136.8,715.25,763.75,2964.0,2736.0,1354.2516,1250.0783999999999,50,0,200,161646.5,172607.5,0.045840769827988855,0.03962747852787393,2126.5516,2005.2784,0.03268520134985911,0.028009916139217588
Saint-Paul-du-Bois,2244,1824,2760,1237,495,2468,11.3,8.2,19.8,9.7,6.3,12.6,43.74,49310,Maine-et-Loire,"Saint-Paul-du-Bois, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,460.74999999999994,6441.0,5528.999999999999,193.23,165.86999999999998,112200,61850,3092.5,5610.0,4948.0,8976.0,128.82,110.57999999999998,561.0,309.25,2576.4,2211.5999999999995,1126.9173600000001,967.3538399999998,50,0,200,126786.0,69890.5,0.05080213903743316,0.07910946409025546,1870.1473600000002,1683.2238399999997,0.03605171422712287,0.055025735400376294
